Date,Name,Year,Letterboxd URI,Rating,Average Rating,Length (mins)
2021-10-02,Gifted,2017,https://boxd.it/e5dG,4.0,3.64,101.0
2021-10-03,Monty Python's The Meaning of Life,1983,https://boxd.it/249E,3.0,3.79,107.0
2021-10-04,Ip Man 2,2010,https://boxd.it/18gs,3.5,3.57,108.0
2021-10-04,Jaws,1975,https://boxd.it/2a5e,3.0,3.96,124.0
2021-10-04,Ip Man 3,2015,https://boxd.it/cDqA,3.0,3.21,105.0
2021-10-05,The Notebook,2004,https://boxd.it/1UNE,2.5,3.68,123.0
2021-10-07,The Hobbit: The Battle of the Five Armies,2014,https://boxd.it/43aU,2.0,3.16,144.0
2021-10-07,The Hobbit: The Desolation of Smaug,2013,https://boxd.it/nmS,1.5,3.37,161.0
2021-10-09,The Invention of Lying,2009,https://boxd.it/1zGs,2.5,2.76,100.0
2021-10-09,The Queen's Gambit,2020,https://boxd.it/s1Ym,2.5,4.23,393.0
2021-10-09,No Country for Old Men,2007,https://boxd.it/21ew,3.5,4.33,122.0
2021-10-11,Ip Man 4: The Finale,2019,https://boxd.it/g2eq,3.5,3.21,107.0
2021-10-12,Good Will Hunting,1997,https://boxd.it/2ahY,5.0,4.3,127.0
2021-10-13,Highlander,1986,https://boxd.it/20GE,3.5,3.32,116.0
2021-10-14,The Lord of the Rings: The Return of the King,2003,https://boxd.it/2b5u,5.0,4.5,201.0
2021-10-14,Mars Attacks!,1996,https://boxd.it/2bd4,1.5,3.22,106.0
2021-10-17,The Sixth Sense,1999,https://boxd.it/29Js,5.0,4.02,107.0
2021-10-17,Hero,2002,https://boxd.it/2bcq,4.5,3.96,99.0
2021-10-17,The Lord of the Rings: The Fellowship of the Ring,2001,https://boxd.it/2b5O,5.0,4.36,179.0
2021-10-17,Scott Pilgrim vs. the World,2010,https://boxd.it/1Aq6,5.0,3.87,113.0
2021-10-21,Clash of the Titans,2010,https://boxd.it/1GfI,3.0,2.4,106.0
2021-10-22,The Mitchells vs. the Machines,2021,https://boxd.it/i7xm,2.5,3.88,110.0
2021-11-30,Harry Potter and the Deathly Hallows: Part 2,2011,https://boxd.it/1RYk,4.5,3.95,130.0
2021-11-30,Harry Potter and the Half-Blood Prince,2009,https://boxd.it/29FU,4.0,3.66,153.0
2021-12-03,Watchmen,2009,https://boxd.it/1QE4,4.5,3.64,163.0
2021-12-13,Shazam!,2019,https://boxd.it/8WBu,2.5,3.11,132.0
2021-12-16,Rise of the Guardians,2012,https://boxd.it/2PXw,2.5,3.49,97.0
2021-12-23,Hawkeye,2021,https://boxd.it/xQqK,1.5,3.34,297.0
2021-12-25,The Imitation Game,2014,https://boxd.it/6aig,3.0,3.8,113.0
2021-12-28,Hot Shots!,1991,https://boxd.it/1YhC,3.5,3.18,84.0
2021-12-28,The Matrix,1999,https://boxd.it/2a1m,4.0,4.16,136.0
2021-12-28,The Matrix Resurrections,2021,https://boxd.it/n87k,3.5,2.73,147.0
2021-12-28,The Matrix Reloaded,2003,https://boxd.it/2a1c,2.0,3.34,138.0
2021-12-28,The Matrix Revolutions,2003,https://boxd.it/2a12,2.0,3.05,129.0
2021-12-29,Tenet,2020,https://boxd.it/leq4,3.5,3.4,150.0
2021-12-29,Lemony Snicket's A Series of Unfortunate Events,2004,https://boxd.it/1T7s,2.5,3.24,108.0
2021-12-29,Megamind,2010,https://boxd.it/16Sk,2.5,3.69,96.0
2021-12-29,Dirty Dancing,1987,https://boxd.it/2baY,2.5,3.64,100.0
2021-12-29,Bohemian Rhapsody,2018,https://boxd.it/f1TK,2.5,3.41,135.0
2021-12-29,Dracula,2020,https://boxd.it/ozuM,3.0,3.17,264.0
2021-12-29,Little Women,2019,https://boxd.it/aSVk,2.5,4.14,135.0
2021-12-29,Doctor Who: The Day of the Doctor,2013,https://boxd.it/a4Bk,3.5,4.14,77.0
2022-01-02,Free Guy,2021,https://boxd.it/k8dm,3.0,3.04,115.0
2022-01-04,Ghostbusters: Afterlife,2021,https://boxd.it/f4Pw,3.0,3.05,124.0
2022-01-05,The Last Duel,2021,https://boxd.it/mQbe,3.0,3.73,153.0
2022-01-05,No Time to Die,2021,https://boxd.it/cPX2,3.0,3.49,163.0
2022-01-10,Encanto,2021,https://boxd.it/kPRu,2.5,3.53,102.0
2022-01-23,The King's Man,2021,https://boxd.it/h714,4.0,2.76,131.0
2022-02-06,Star Wars: Episode II – Attack of the Clones,2002,https://boxd.it/27V2,2.5,2.81,142.0
2022-02-12,The Gentlemen,2019,https://boxd.it/iYBQ,5.0,3.69,113.0
2022-02-21,The Suicide Squad,2021,https://boxd.it/fw6O,4.5,3.51,132.0
2022-03-20,King Arthur: Legend of the Sword,2017,https://boxd.it/8lDS,2.0,2.79,126.0
2022-03-20,Neighbors,2014,https://boxd.it/5Txe,2.5,2.88,97.0
2022-03-27,Collateral Beauty,2016,https://boxd.it/bAIu,1.5,2.79,97.0
2022-04-05,10 Things I Hate About You,1999,https://boxd.it/23AO,4.0,3.99,97.0
2022-04-10,The Intouchables,2011,https://boxd.it/2FT0,4.0,4.12,113.0
2022-04-10,"tick, tick... BOOM!",2021,https://boxd.it/jz2e,3.5,3.83,115.0
2022-04-14,Interview with the Vampire,1994,https://boxd.it/29XO,1.5,3.58,123.0
2022-04-14,Snatch,2000,https://boxd.it/2b7U,2.5,4.01,103.0
2022-04-15,Zack Snyder's Justice League,2021,https://boxd.it/tLOk,4.0,3.41,242.0
2022-04-16,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,https://boxd.it/29eY,2.5,4.3,95.0
2022-04-16,Oldboy,2003,https://boxd.it/29R2,3.0,4.39,120.0
2022-04-18,Reservoir Dogs,1992,https://boxd.it/2agc,3.0,4.15,99.0
2022-04-18,Mary and Max,2009,https://boxd.it/1y2m,3.5,4.23,92.0
2022-04-18,Ghostbusters II,1989,https://boxd.it/261s,2.0,3.14,108.0
2022-04-19,Lilo & Stitch,2002,https://boxd.it/1TAY,3.0,3.98,85.0
2022-06-02,Everything Everywhere All at Once,2022,https://boxd.it/jUk4,5.0,4.31,140.0
2022-07-12,Top Gun: Maverick,2022,https://boxd.it/cjr4,4.0,3.99,131.0
2022-07-20,The Road to El Dorado,2000,https://boxd.it/1W6s,3.5,3.6,89.0
2022-07-20,(500) Days of Summer,2009,https://boxd.it/1EmM,3.5,3.66,95.0
2022-07-20,Avengers: Age of Ultron,2015,https://boxd.it/3qi6,2.5,3.09,141.0
2022-07-20,Ant-Man,2015,https://boxd.it/3vmW,3.0,3.23,117.0
2022-07-20,Iron Man 3,2013,https://boxd.it/2cBQ,2.5,3.01,130.0
2022-07-20,The Hunger Games,2012,https://boxd.it/2uds,2.5,3.65,142.0
2022-07-20,Misery,1990,https://boxd.it/28gY,3.0,3.97,107.0
2022-07-20,The Last of the Mohicans,1992,https://boxd.it/1YSo,2.5,3.66,112.0
2022-07-20,The Wolverine,2013,https://boxd.it/2CWU,2.0,2.95,126.0
2022-07-20,Percy Jackson & the Olympians: The Lightning Thief,2010,https://boxd.it/1gJi,2.0,2.55,118.0
2022-07-20,Thor,2011,https://boxd.it/1WQU,3.5,2.78,115.0
2022-07-21,Ms. Marvel,2022,https://boxd.it/ANCY,3.5,2.88,289.0
2022-07-23,Return of the Jedi,1983,https://boxd.it/27Vm,4.5,4.04,132.0
2022-07-24,The Cabin in the Woods,2011,https://boxd.it/1zOc,2.5,3.41,95.0
2022-07-25,RRR,2022,https://boxd.it/ljDs,4.0,4.19,185.0
2022-07-25,The Evil Dead,1981,https://boxd.it/29Go,4.0,3.66,85.0
2022-07-26,In Bruges,2008,https://boxd.it/20n8,4.0,4.11,108.0
2022-07-26,Up,2009,https://boxd.it/1OEc,3.0,4.09,96.0
2022-07-27,Blade Runner,1982,https://boxd.it/2bcA,2.0,4.1,118.0
2022-08-12,Rush Hour,1998,https://boxd.it/27pU,3.0,3.53,98.0
2022-08-26,A Knight's Tale,2001,https://boxd.it/1YAk,4.0,3.54,132.0
2022-09-05,The Incredible Hulk,2008,https://boxd.it/28dU,2.5,2.44,114.0
2022-09-06,Thor: Ragnarok,2017,https://boxd.it/8MHi,4.0,3.73,131.0
2022-09-06,Doctor Strange in the Multiverse of Madness,2022,https://boxd.it/gaTc,3.0,2.96,126.0
2022-09-06,Captain America: Civil War,2016,https://boxd.it/89Ja,3.0,3.57,147.0
2022-09-06,Thor: Love and Thunder,2022,https://boxd.it/mMAY,2.5,2.49,119.0
2022-09-08,Shang-Chi and the Legend of the Ten Rings,2021,https://boxd.it/kLDI,4.0,3.45,132.0
2022-09-08,Tolkien,2019,https://boxd.it/gM4G,3.5,3.14,112.0
2022-09-09,A Beautiful Mind,2001,https://boxd.it/2amk,2.5,3.82,135.0
2022-09-10,The Sea Beast,2022,https://boxd.it/kv3a,2.5,3.4,119.0
2022-09-11,Monty Python and the Holy Grail,1975,https://boxd.it/29GI,5.0,4.13,91.0
2022-09-12,Jackie Brown,1997,https://boxd.it/2aVO,2.0,3.87,154.0
2022-09-12,Hot Rod,2007,https://boxd.it/1X9C,4.0,3.52,88.0
2022-09-16,Sunshine,2007,https://boxd.it/28Xy,4.0,3.69,107.0
2022-09-18,Nope,2022,https://boxd.it/sDCe,2.5,3.72,130.0
2022-09-18,Deadpool 2,2018,https://boxd.it/dlLM,2.5,3.48,120.0
2022-09-18,Captain America: The Winter Soldier,2014,https://boxd.it/3r58,4.5,3.71,136.0
2022-09-24,X2,2003,https://boxd.it/1a7i,3.5,3.42,133.0
2022-10-14,She-Hulk: Attorney at Law,2022,https://boxd.it/CjLK,2.0,2.38,309.0
2022-10-17,Werewolf by Night,2022,https://boxd.it/xMrO,4.0,3.48,55.0
2022-10-19,The Lord of the Rings: The Rings of Power Global Fan Screening,2022,https://boxd.it/CpBw,3.5,3.17,123.0
2022-10-19,Loki,2021,https://boxd.it/sbHg,3.5,3.77,615.0
2022-10-31,The Addams Family,2019,https://boxd.it/hhYg,1.0,2.55,86.0
2022-11-09,See How They Run,2022,https://boxd.it/sNVq,2.0,3.18,99.0
2022-11-09,Enola Holmes 2,2022,https://boxd.it/vfDe,3.5,3.26,129.0
2022-11-24,Do Revenge,2022,https://boxd.it/sFiA,3.5,3.09,118.0
2022-12-07,A Castle for Christmas,2021,https://boxd.it/svx6,0.5,2.17,98.0
2022-12-07,The Guardians of the Galaxy Holiday Special,2022,https://boxd.it/t77K,2.0,3.25,45.0
2022-12-21,Treasure Planet,2002,https://boxd.it/1Znm,3.5,3.82,95.0
2022-12-24,The Banshees of Inisherin,2022,https://boxd.it/p7XS,2.0,4.11,114.0
2022-12-24,Avatar,2009,https://boxd.it/1Efm,2.5,3.57,162.0
2022-12-26,"The Boy, the Mole, the Fox and the Horse",2022,https://boxd.it/BBT6,3.5,3.58,35.0
2022-12-26,Another Round,2020,https://boxd.it/lkba,4.0,4.08,117.0
2022-12-26,Eternal Sunshine of the Spotless Mind,2004,https://boxd.it/6YK,3.0,4.25,108.0
2023-01-02,Violent Night,2022,https://boxd.it/xXBA,3.0,3.04,111.0
2023-01-08,Balto,1995,https://boxd.it/1Cwq,3.0,3.44,78.0
2023-01-14,Puss in Boots: The Last Wish,2022,https://boxd.it/aaie,3.5,4.15,103.0
2023-01-25,Kiki's Delivery Service,1989,https://boxd.it/1JAY,3.5,4.13,103.0
2023-01-26,Boyz n the Hood,1991,https://boxd.it/29Ug,3.5,4.03,112.0
2023-01-26,Halloween,1978,https://boxd.it/2wRu,2.0,3.8,91.0
2023-01-29,Catch Me If You Can,2002,https://boxd.it/29VS,3.5,4.03,141.0
2023-02-10,The Whale,2022,https://boxd.it/tw4c,4.0,3.65,117.0
2023-03-03,Marcel the Shell with Shoes On,2021,https://boxd.it/wMAk,4.5,4.23,90.0
2023-03-06,The Unbearable Weight of Massive Talent,2022,https://boxd.it/o6eK,3.5,3.43,107.0
2023-03-11,Paddington 2,2017,https://boxd.it/bCF8,3.0,4.17,104.0
2023-03-13,Triangle of Sadness,2022,https://boxd.it/hXlq,4.0,3.69,147.0
2023-03-18,Indiana Jones and the Temple of Doom,1984,https://boxd.it/2bb8,2.5,3.63,118.0
2023-03-19,Indiana Jones and the Last Crusade,1989,https://boxd.it/2baO,3.5,4.09,127.0
2023-03-22,Indiana Jones and the Kingdom of the Crystal Skull,2008,https://boxd.it/2aR8,2.5,2.68,122.0
2023-04-24,Dungeons & Dragons: Honor Among Thieves,2023,https://boxd.it/hN1A,3.5,3.52,134.0
2023-05-09,Whiplash,2014,https://boxd.it/7bQA,5.0,4.43,107.0
2023-05-09,Black Panther: Wakanda Forever,2022,https://boxd.it/igPu,3.0,3.36,162.0
2023-05-13,Guardians of the Galaxy,2014,https://boxd.it/3VH2,3.5,3.78,121.0
2023-05-13,Black Panther,2018,https://boxd.it/8MHs,3.5,3.64,135.0
2023-05-13,Eternals,2021,https://boxd.it/j36o,3.0,2.74,156.0
2023-05-13,Ant-Man and the Wasp: Quantumania,2023,https://boxd.it/nL2y,2.5,2.27,125.0
2023-05-13,Ant-Man and the Wasp,2018,https://boxd.it/cqUW,2.5,2.9,119.0
2023-05-13,Guardians of the Galaxy Vol. 2,2017,https://boxd.it/8MxC,3.5,3.51,137.0
2023-05-13,Doctor Strange,2016,https://boxd.it/8MH8,3.0,3.44,115.0
2023-05-13,Guardians of the Galaxy Vol. 3,2023,https://boxd.it/fVNI,3.5,3.96,150.0
2023-05-15,Blood Diamond,2006,https://boxd.it/28Tm,4.0,3.68,143.0
2023-05-27,Soul,2020,https://boxd.it/ioLA,3.0,3.94,101.0
2023-06-02,My Neighbor Totoro,1988,https://boxd.it/20eA,4.5,4.19,86.0
2023-06-16,The Witch,2015,https://boxd.it/9X0m,3.5,3.84,92.0
2023-06-21,Psycho,1960,https://boxd.it/2ab2,3.5,4.32,109.0
2023-06-27,The Great Dictator,1940,https://boxd.it/29ic,3.5,4.31,125.0
2023-06-27,Harry Potter and the Order of the Phoenix,2007,https://boxd.it/29Qe,4.5,3.64,138.0
2023-06-27,Lagaan: Once Upon a Time in India,2001,https://boxd.it/1EII,2.5,3.86,224.0
2023-06-27,Stand by Me,1986,https://boxd.it/2aOe,3.0,4.15,89.0
2023-06-27,E.T. the Extra-Terrestrial,1982,https://boxd.it/2a1G,2.0,3.85,115.0
2023-06-27,Jurassic Park,1993,https://boxd.it/2aA2,2.5,4.11,127.0
2023-06-27,"The Good, the Bad and the Ugly",1966,https://boxd.it/2ape,3.5,4.49,161.0
2023-06-27,Four Weddings and a Funeral,1994,https://boxd.it/29KA,3.0,3.38,117.0
2023-06-27,Trainspotting,1996,https://boxd.it/29XY,2.5,4.2,94.0
2023-06-27,The Wizard of Oz,1939,https://boxd.it/29Xu,2.0,3.96,102.0
2023-06-27,Seven Samurai,1954,https://boxd.it/2axi,3.0,4.6,207.0
2023-06-27,Se7en,1995,https://boxd.it/29zs,3.0,4.33,127.0
2023-06-27,The Goonies,1985,https://boxd.it/1YVC,2.0,3.78,114.0
2023-06-27,Rocky,1976,https://boxd.it/28Uk,2.5,4.07,120.0
2023-06-27,Mean Girls,2004,https://boxd.it/1VNg,2.0,3.83,97.0
2023-06-28,Asterix & Obelix: Mission Cleopatra,2002,https://boxd.it/268o,3.0,3.52,108.0
2023-06-28,The Nice Guys,2016,https://boxd.it/94Hg,3.0,3.82,116.0
2023-07-04,Scarface,1983,https://boxd.it/2b7g,3.5,4.11,169.0
2023-07-10,Living,2022,https://boxd.it/syDQ,4.0,3.56,102.0
2023-07-15,Apocalypse Now,1979,https://boxd.it/6ZS,3.5,4.44,147.0
2023-07-15,Saving Private Ryan,1998,https://boxd.it/29ro,2.5,4.23,169.0
2023-07-20,Mission: Impossible – Dead Reckoning,2023,https://boxd.it/l7zS,4.0,3.72,164.0
2023-07-22,Oppenheimer,2023,https://boxd.it/wUow,4.0,4.23,181.0
2023-07-22,Barbie,2023,https://boxd.it/bCLK,3.5,3.87,114.0
2023-07-24,Black Mirror: Loch Henry,2023,https://boxd.it/H7Pg,2.5,3.5,60.0
2023-07-24,Black Mirror: Beyond the Sea,2023,https://boxd.it/H7QI,3.5,3.57,80.0
2023-07-31,Moon Knight,2022,https://boxd.it/zeDq,3.0,3.56,282.0
2023-08-01,The Grand Budapest Hotel,2014,https://boxd.it/3ZqO,3.5,4.24,100.0
2023-08-03,City of God,2002,https://boxd.it/2a2a,3.0,4.52,130.0
2023-08-03,The Amazing Spider-Man,2012,https://boxd.it/27PI,3.0,3.29,136.0
2023-08-04,A Clockwork Orange,1971,https://boxd.it/2aVE,3.0,4.13,137.0
2023-08-05,Kingsman: The Golden Circle,2017,https://boxd.it/buJm,2.0,3.12,141.0
2023-08-07,Seven Pounds,2008,https://boxd.it/1U8w,3.0,3.37,123.0
2023-08-21,Moonlight,2016,https://boxd.it/d6bE,3.0,4.2,111.0
2023-08-31,Brokeback Mountain,2005,https://boxd.it/2b2q,3.0,4.1,134.0
2023-09-06,The Pianist,2002,https://boxd.it/2aqc,3.5,4.37,150.0
2023-09-08,Rosemary's Baby,1968,https://boxd.it/29zM,2.5,4.21,138.0
2023-09-15,Weird: The Al Yankovic Story,2022,https://boxd.it/yYZA,3.5,3.5,108.0
2023-10-01,Flash Gordon,1980,https://boxd.it/257a,4.0,3.23,111.0
2023-10-10,Uncut Gems,2019,https://boxd.it/gXGc,3.5,3.95,136.0
2023-10-10,Daredevil,2003,https://boxd.it/1YzG,1.5,2.1,103.0
2023-10-11,A Haunting in Venice,2023,https://boxd.it/zGdg,3.5,3.01,104.0
2023-10-12,Her,2013,https://boxd.it/4O24,4.5,4.02,126.0
2023-10-12,The Prestige,2006,https://boxd.it/293w,4.5,4.23,130.0
2023-10-12,The Lion King,1994,https://boxd.it/201Q,3.5,4.21,89.0
2023-10-12,The Big Lebowski,1998,https://boxd.it/2b6C,1.5,4.13,117.0
2023-10-12,The Rocky Horror Picture Show,1975,https://boxd.it/1a3q,2.0,4.0,100.0
2023-10-12,The Deer Hunter,1978,https://boxd.it/1T6O,1.0,4.19,183.0
2023-10-12,Drive,2011,https://boxd.it/IG,1.0,3.94,100.0
2023-10-12,Vertigo,1958,https://boxd.it/2apI,2.0,4.24,129.0
2023-11-01,Five Nights at Freddy's,2023,https://boxd.it/ikHu,2.0,2.57,110.0
2023-11-02,Evil Dead II,1987,https://boxd.it/29Ge,2.5,4.02,84.0
2023-11-14,The Fifth Element,1997,https://boxd.it/71k,1.5,3.74,126.0
2023-11-15,The Amazing Spider-Man 2,2014,https://boxd.it/3utM,3.5,2.9,141.0
2023-11-19,Scott Pilgrim Takes Off,2023,https://boxd.it/JLZk,3.5,4.16,217.0
2023-11-22,The Marvels,2023,https://boxd.it/mwU4,3.5,2.66,105.0
2023-12-04,A California Christmas,2020,https://boxd.it/sSrK,1.0,2.13,106.0
2023-12-13,The Holiday,2006,https://boxd.it/28ye,1.5,3.47,136.0
2023-12-25,The Muppet Christmas Carol,1992,https://boxd.it/1WgC,4.0,3.94,86.0
2023-12-29,Hogfather,2006,https://boxd.it/MEqe,4.0,3.62,190.0
2023-12-29,Get Shorty,1995,https://boxd.it/20Ga,1.5,3.44,105.0
2024-01-04,Fantastic Beasts and Where to Find Them,2016,https://boxd.it/7FPC,3.0,3.13,132.0
2024-01-05,David Holmes: The Boy Who Lived,2023,https://boxd.it/JaRI,3.0,3.84,89.0
2024-01-06,The Magnificent Seven,1960,https://boxd.it/29bA,4.0,3.8,127.0
2024-01-17,Marvel's The Defenders,2017,https://boxd.it/oszg,3.0,3.01,398.0
2024-01-17,Secret Invasion,2023,https://boxd.it/HcqU,2.0,2.14,272.0
2024-01-17,Wonka,2023,https://boxd.it/tCQm,3.5,3.28,117.0
2024-01-19,Echo,2024,https://boxd.it/KIjW,2.5,2.75,213.0
2024-01-21,Elvis,2022,https://boxd.it/mK4w,3.0,3.34,159.0
2024-01-21,Gangs of New York,2002,https://boxd.it/25FG,4.0,3.69,168.0
2024-01-21,Meet Joe Black,1998,https://boxd.it/2aEI,4.0,3.35,178.0
2024-01-21,The Mask of Zorro,1998,https://boxd.it/1YVi,4.0,3.34,136.0
2024-01-22,Next Goal Wins,2023,https://boxd.it/mZTu,3.0,3.04,104.0
2024-02-06,BLUE EYE SAMURAI,2023,https://boxd.it/JH9k,4.5,4.44,383.0
2024-02-08,Galaxy Quest,1999,https://boxd.it/29gq,3.0,3.7,101.0
2024-02-11,Star Wars,1977,https://boxd.it/72s,4.0,4.18,121.0
2024-02-13,Once Upon a Time in Mexico,2003,https://boxd.it/28LM,3.5,3.0,102.0
2024-02-19,Nimona,2023,https://boxd.it/Aiyc,3.5,3.94,99.0
2024-02-23,Spider-Man: Into the Spider-Verse,2018,https://boxd.it/azpY,5.0,4.42,117.0
2024-03-08,Dune,2021,https://boxd.it/fA7G,3.5,3.9,155.0
2024-03-11,Dune: Part Two,2024,https://boxd.it/pUfA,4.5,4.48,167.0
2024-04-03,The Holdovers,2023,https://boxd.it/vHza,4.5,4.22,133.0
2024-04-09,"Lock, Stock and Two Smoking Barrels",1998,https://boxd.it/2b92,3.0,3.96,105.0
2024-04-11,Mr. & Mrs. Smith,2005,https://boxd.it/29CG,2.5,3.18,119.0
2024-04-17,Ponyo,2008,https://boxd.it/1S0A,3.0,4.05,100.0
2024-04-24,Hoodwinked!,2005,https://boxd.it/1UVS,3.5,3.22,82.0
2024-04-25,Mission: Impossible,1996,https://boxd.it/29d2,3.5,3.59,110.0
2024-04-26,Mission: Impossible II,2000,https://boxd.it/29cS,1.5,2.62,123.0
2024-04-27,Mission: Impossible III,2006,https://boxd.it/29cI,3.5,3.35,126.0
2024-05-02,Mission: Impossible – Ghost Protocol,2011,https://boxd.it/psI,3.5,3.71,133.0
2024-05-02,Mission: Impossible – Rogue Nation,2015,https://boxd.it/5rI4,4.0,3.71,131.0
2024-05-08,Love Me If You Dare,2003,https://boxd.it/20bm,1.0,3.51,93.0
2024-05-08,Sin City,2005,https://boxd.it/2aVk,3.5,3.68,124.0
2024-05-19,The Hunt for Gollum,2009,https://boxd.it/tHeC,3.0,3.31,39.0
2024-05-23,Army of Darkness,1992,https://boxd.it/29G4,4.0,3.71,81.0
